"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.401206539725448,1.19082173567649,-0.104816307814138,0.399767755015474,0.416243844585926,1.64781027370916,2.68171222688358,2.00842085771981,0.73609700320056
"2",-0.0937053890569693,-0.567740556504459,0.414126040448375,-0.334723812534142,-1.56857998434144,-0.565863757035939,0.604944357243613,1.38080723934057,0.30782850921348
"3",0.625427496204012,0.292950592968789,-0.671151653938978,1.21181036947821,0.640959125451625,-0.706232806564109,-0.202233616506613,-0.317885524285575,-1.27366649098048
"4",-0.427148623057214,-0.711734894920842,1.4081104142685,1.28246735606786,-0.0286876275977086,0.689986277538192,0.913791941255269,1.0320854396999,1.64254910652095
"5",-0.177463876964866,1.51462854788837,1.45297109962349,-0.805503199549327,-1.21701533380379,-0.25361820942012,0.610559259824966,0.298839229561409,0.483018902328418
"6",1.07345150262801,1.13396166700935,1.36697415982496,2.6198679613686,0.914102493888992,0.778965952488374,0.905078614367389,0.825126117283843,1.3182032324119
"7",-1.70435940004556,-1.03014996582869,-0.85809813890782,-0.545207607290727,-2.55168322960574,-1.8552720020088,-0.514433869927689,-1.21228871961235,-0.0926071885951518
"8",-0.579990371521275,-0.518233675509027,-1.87649133205934,-0.174985532533277,0.173656674155266,0.651217025332434,-0.0967965523801972,0.479298310679147,1.09697944048597
"9",1.67446768565436,-0.699617731574103,-1.52865682971519,0.322304697184896,0.602397080945063,-0.165973500001069,-0.7901810152196,0.364685152694818,-1.7297750532455
"10",1.00951579505827,0.00162795494822602,0.855732569780423,0.988898252478419,1.12061866834143,1.61237765776957,1.19782221968262,1.36484929792966,1.3117330865111
"11",-0.731281576133967,0.835345334999183,0.793867119283996,-0.688130766096679,0.578428376865793,0.635186643899148,0.769208985102084,-0.432515455221189,-0.888572248781906
"12",0.0420780679159274,-0.119619210071644,0.060589722885691,0.655346488421934,-0.255571796672464,-0.0232221564336216,-0.322127835247136,0.842472656530552,1.64751857728772
"13",-0.973656748421457,-2.4591565431507,-1.49567394459772,-1.36786824863377,-1.50753191366111,-0.936953904351354,-0.306461292792914,0.127424115031004,-0.678374771468991
"14",1.15417577667956,1.21731436339365,1.59322856148411,0.900546766228291,1.23400545971796,1.7628596606684,1.32846331339147,0.894562572499602,1.22185167218229
"15",-1.00516244009025,-0.369875192107699,0.341002960550102,0.149926831087888,0.0232531154725684,-0.133828737172383,0.613064667203765,0.512875823147515,1.00515602542311
"16",0.447335409826925,-0.447027025842289,0.648343874327486,-0.721508401056513,0.520125888860823,-0.153855056769016,-0.35857737619859,0.209266751196874,0.961929629835815
"17",0.339239125498865,-0.82523622693854,0.477515619091864,0.715926631139627,-0.0836099017220033,0.416685239022926,0.787521478340995,0.17022191043575,0.547015507823834
"18",0.56713731713266,-0.211574575728158,-1.70267305777768,0.10479994145912,-0.208702360960742,-0.92036747230787,-0.71359850517851,-0.596526712061423,-0.593747809684878
"19",-0.207644309712275,2.33016602734303,0.599061518438775,0.919871014490879,0.716429435100127,0.891967572477209,-0.565059306997791,-0.233951657503335,-0.290912429375246
"20",-0.413664234171894,-1.39001759953741,-1.89322505535146,0.44563823676664,-1.02310610858574,-0.431924165496706,-0.16998218108371,0.853010622650514,0.49624623979426
"21",-0.609949058217747,-1.84871588497783,0.817760308355646,-0.211479014404968,0.437823383252691,0.76509007119863,1.16713131471177,-0.22201547571287,0.291903793823066
"22",-0.066042178085269,-0.390957744762002,-0.224593814079662,-1.14233583990061,0.127612762987089,-0.170175928026527,-0.86238637765641,-0.707867506617378,-0.403458928295526
"23",0.529355810272633,-0.407868471314151,0.114883189706685,-0.0266788998390501,0.931506362272732,1.09899824428575,-0.635331962918673,-0.0781318180987868,0.200970598088388
"24",-0.107404938787678,0.611183715870165,0.950307584289798,0.80488663358327,-0.641865458709496,-0.106180782242991,0.330631162210958,0.513282935409083,1.51425685860824
"25",0.38092859780691,0.226701681470461,-0.197689208539164,0.624721241251763,0.759069428231504,0.85543682352122,0.623339804126688,0.423032350572987,0.322567553331012
"26",0.0474217946181002,0.143170627420876,-1.00522127737309,0.836090040073643,-0.0216165431061505,-0.756978797823004,-1.28245306421793,-1.53577709643138,-1.63975657454003
